ID,Inclusion_Exlusion,Reason,Trial_phase,Trial_number,Trial_name,Tumor,Primary_outcome,PFS_primary_outcome,PFS_Registry,PFS_Protocol,PFS_Prespecified,PFS_Paper,PFS_Inconsistency,PFS_Reason,PFS_Free_comments,PFS_Blndeness,ORR_primary_outcome,ORR_Registry,ORR_Protocol,ORR_Prespecified,ORR_Paper,ORR_Inconsistency,ORR_Reason,ORR_Free_comments,ORR_Blndeness,Response_PFS,Response_ORR,title,journal,IF,year,authors,url,pubmed_id
264,Inclusion,,Phase 2,NCT01248299,E-DIS,Esophageal Cancer,OS,No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,No ORR,No protocol,No ORR,Unclear,Unclear in advance but clear in paper,,,"Probably, only non-blinded",Only non-blinded,Only non-blinded,Continuation versus discontinuation of first-line chemotherapy in patients with metastatic squamous cell oesophageal cancer: A randomised phase II trial (E-DIS).,"European journal of cancer (Oxford, England : 1990)",9.16,2019,Adenis A and Bennouna J and Etienne PL and Bogart E and Francois E and Galais MP and Ben Abdelghani M and Michel P and Metges JP and Dahan L and Conroy T and Ghiringhelli F and Drouillard A and El Hajbi F and Samalin E and Hiret S and Delaine-Clisant S and Mariette C and Penel N and Piessen G and Le Deley MC,https://pubmed.ncbi.nlm.nih.gov/30798084/,30798084
266,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,First-line afatinib vs gefitinib for patients with EGFR mutation-positive NSCLC (LUX-Lung 7): impact of afatinib dose adjustment and analysis of mode of initial progression for patients who continued treatment beyond progression.,Journal of cancer research and clinical oncology,4.55,2019,Schuler M and Tan EH and O'Byrne K and Zhang L and Boyer M and Mok T and Hirsh V and Yang JC and Lee KH and Lu S and Shi Y and Kim SW and Laskin J and Kim DW and Arvis CD and Kｾｽｶlbeck K and Massey D and Mｾｽ､rten A and Paz-Ares L and Park K,https://pubmed.ncbi.nlm.nih.gov/30783814/,30783814
272,Inclusion,,Phase 2,NCT02271464,MOMA,Colorectal cancer,PFS,Yes,Unclear,No protocol,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,No,Only investigator,No protocol,Only investigator,Only investigator,Consistent,,,Only non-blinded,,,Phase II randomised study of maintenance treatment with bevacizumab or bevacizumab plus metronomic chemotherapy after first-line induction with FOLFOXIRI plus Bevacizumab for metastatic colorectal cancer patients: the MOMA trial.,"European journal of cancer (Oxford, England : 1990)",9.16,2019,Cremolini C and Marmorino F and Bergamo F and Aprile G and Salvatore L and Masi G and Dell'Aquila E and Antoniotti C and Murgioni S and Allegrini G and Borelli B and Gemma D and Casagrande M and Granetto C and Delfanti S and Di Donato S and Schirripa M and Sensi E and Tonini G and Lonardi S and Fontanini G and Boni L and Falcone A,https://pubmed.ncbi.nlm.nih.gov/30735919/,30735919
274,Inclusion,,Phase 3,NCT01245062,METRIC,Melanoma,PFS,Yes,Investigator + central,No protocol,Investigator + central,Only investigator,Suspicious of selective reporting,Contradiction,Primary: local + central,Only non-blinded,No,Investigator + central,No protocol,Investigator + central,Only investigator,Suspicious of selective reporting,Contradiction,Primary:only local,Only non-blinded,,,Five-year outcomes from a phase 3 METRIC study in patients with BRAF V600ｾE/K-mutant advanced or metastatic melanoma.,"European journal of cancer (Oxford, England : 1990)",9.16,2019,Robert C and Flaherty K and Nathan P and Hersey P and Garbe C and Milhem M and Demidov L and Mohr P and Hassel JC and Rutkowski P and Dummer R and Utikal J and Kiecker F and Larkin J and D'Amelio A Jr and Mookerjee B and Schadendorf D,https://pubmed.ncbi.nlm.nih.gov/30690294/,30690294
282,Inclusion,,Phase 3,NCT01494506,NAPOLI-1,Pancreatic cancer,OS,No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Only investigator,No protocol,Only investigator,Only investigator,Consistent,,,Only non-blinded,,,NAPOLI-1 phase 3 study of liposomal irinotecan in metastatic pancreatic cancer: Final overall survival analysis and characteristics of long-term survivors.,"European journal of cancer (Oxford, England : 1990)",9.16,2019,Wang-Gillam A and Hubner RA and Siveke JT and Von Hoff DD and Belanger B and de Jong FA and Mirakhur B and Chen LT,https://pubmed.ncbi.nlm.nih.gov/30654298/,30654298
284,Inclusion,,Phase 2,ChiCTR-IPR-14005583,No name,Breast cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,Combination versus sequential paclitaxel plus gemcitabine as first-line chemotherapy for women with metastatic breast cancer: a prospective randomized phase II study.,Journal of B.U.ON. : official journal of the Balkan Union of Oncology,2.53,2018,Shao B and Song G and Li H and Dil L and Jiang H and Liang X and Yan Y and Zhang R and Ran R and Wang J and Liu X and You M,https://pubmed.ncbi.nlm.nih.gov/30610781/,30610781
286,Exclusion,Intervention,,,,,,,,,,,,,,,,,,,,,,,,,,Randomized-controlled phase II trial of salvage chemotherapy after immunization with a TP53-transfected dendritic cell-based vaccine (Ad.p53-DC) in patients with recurrent small cell lung cancer.,"Cancer immunology, immunotherapy : CII",6.97,2019,Chiappori AA and Williams CC and Gray JE and Tanvetyanon T and Haura EB and Creelan BC and Thapa R and Chen DT and Simon GR and Bepler G and Gabrilovich DI and Antonia SJ,https://pubmed.ncbi.nlm.nih.gov/30591959/,30591959
287,Inclusion,,Phase 2,NCT00913835,No name,Ovarian cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,Randomized phase II study of the PDGFRｾ趣ｽｱ antibody olaratumab plus liposomal doxorubicin versus liposomal doxorubicin alone in patients with platinum-refractory or platinum-resistant advanced ovarian cancer.,BMC cancer,3.15,2018,McGuire WP and Penson RT and Gore M and Herraez AC and Peterson P and Shahir A and Ilaria R Jr,https://pubmed.ncbi.nlm.nih.gov/30591028/,30591028
288,Inclusion,,Phase 2,NCT01716715,No name,Ovarian cancer,PFS,Yes,No PFS,No protocol,No PFS,Unclear,Not prespecified,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,"A randomized phase II study of cabozantinib versus weekly paclitaxel in the treatment of persistent or recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.",Gynecologic oncology,5.48,2019,Matulonis UA and Sill MW and Makker V and Mutch DG and Carlson JW and Darus CJ and Mannel RS and Bender DP and Crane EK and Aghajanian C,https://pubmed.ncbi.nlm.nih.gov/30587441/,30587441
292,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,Long-term survival in patients with advanced non-small-cell lung cancer treated with atezolizumab versus docetaxel: Results from the randomised phase III OAK study.,"European journal of cancer (Oxford, England : 1990)",9.16,2019,von Pawel J and Bordoni R and Satouchi M and Fehrenbacher L and Cobo M and Han JY and Hida T and Moro-Sibilot D and Conkling P and Gandara DR and Rittmeyer A and Gandhi M and Yu W and Matheny C and Patel H and Sandler A and Ballinger M and Kowanetz M and Park K,https://pubmed.ncbi.nlm.nih.gov/30562710/,30562710
293,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,Safety and efficacy of two starting doses of vandetanib in advanced medullary thyroid cancer.,Endocrine-related cancer,5.68,2019,Hu MI and Elisei R and Dedecjus M and Popovtzer A and Druce M and Kapiteijn E and Pacini F and Locati L and Krajewska J and Weiss R and Gagel RF,https://pubmed.ncbi.nlm.nih.gov/30557850/,30557850
296,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,EGFR mutation analysis for prospective patient selection in AURA3 phase III trial of osimertinib versus platinum-pemetrexed in patients with EGFR T790M-positive advanced non-small-cell lung cancer.,"Lung cancer (Amsterdam, Netherlands)",5.71,2018,John T and Akamatsu H and Delmonte A and Su WC and Lee JS and Chang GC and Huang X and Jenkins S and Wu YL,https://pubmed.ncbi.nlm.nih.gov/30527177/,30527177
298,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,Long-term analysis of children with metastatic neuroblastoma treated in the ENSG5 randomised clinical trial.,Pediatric blood & cancer,3.17,2019,Moreno L and Vaidya SJ and Schrey D and Pinkerton CR and Lewis IJ and Kearns PR and Machin D and Pearson ADJ,https://pubmed.ncbi.nlm.nih.gov/30516328/,30516328
301,Inclusion,,Phase 3,Not available,GRAPE,Pancreatic cancer,OS,No,No registry,No protocol,Not available,Unclear,Not prespecified,,,"Probably, only non-blinded",No,No registry,No protocol,Not available,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,,,"TAS-118 (S-1 plus leucovorin) versus S-1 in patients with gemcitabine-refractory advanced pancreatic cancer: a randomised, open-label, phase 3 study (GRAPE trial).","European journal of cancer (Oxford, England : 1990)",9.16,2019,Ioka T and Ueno M and Ueno H and Park JO and Chang HM and Sasahira N and Kanai M and Chung IJ and Ikeda M and Nakamori S and Mizuno N and Omuro Y and Yamaguchi T and Hara H and Sugimori K and Furuse J and Maguchi H and Furukawa M and Fukuzawa K and Kim JS and Yukisawa S and Takeuchi M and Okusaka T and Boku N and Hyodo I,https://pubmed.ncbi.nlm.nih.gov/30471651/,30471651
302,Inclusion,,Phase 2,ACTRN12612000901808 ,ICECREAM,Colorectal cancer,PFS,Yes,Unclear,Unclear,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,Unclear,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,"Cetuximab Alone or With Irinotecan for Resistant KRAS-, NRAS-, BRAF- and PIK3CA-wild-type Metastatic Colorectal Cancer: The AGITG Randomized Phase II ICECREAM Study.",Clinical colorectal cancer,4.48,2018,Shapiro JD and Thavaneswaran S and Underhill CR and Robledo KP and Karapetis CS and Day FL and Nott LM and Jefford M and Chantrill LA and Pavlakis N and Tebbutt NC and Price TJ and Khasraw M and Van Hazel GA and Waring PM and Tejpar S and Simes J and Gebski VJ and Desai J and Segelov E,https://pubmed.ncbi.nlm.nih.gov/30463680/,30463680
303,Inclusion,,Phase 3,NCT01704716,HR-NBL1/SIOPEN,Neuroblastoma,PFS,Yes,Unclear,No protocol,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,No ORR,No ORR,No protocol,No ORR,No ORR,Consistent,,,No ORR,,,"Interleukin 2 with anti-GD2 antibody ch14.18/CHO (dinutuximab beta) in patients with high-risk neuroblastoma (HR-NBL1/SIOPEN): a multicentre, randomised, phase 3 trial.",The Lancet. Oncology,41.32,2018,Ladenstein R and Pｾｽｶtschger U and Valteau-Couanet D and Luksch R and Castel V and Yaniv I and Laureys G and Brock P and Michon JM and Owens C and Trahair T and Chan GCF and Ruud E and Schroeder H and Beck Popovic M and Schreier G and Loibner H and Ambros P and Holmes K and Castellani MR and Gaze MN and Garaventa A and Pearson ADJ and Lode HN,https://pubmed.ncbi.nlm.nih.gov/30442501/,30442501
305,Inclusion,,Phase 2,EudraCT number 2011-002545-35,PACMEL,Melanoma,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",Only non-blinded,Only non-blinded,"Paclitaxel with or without trametinib or pazopanib in advanced wild-type BRAF melanoma (PACMEL): a multicentre, open-label, randomised, controlled phase II trial.",Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2019,Urbonas V and Schadendorf D and Zimmer L and Danson S and Marshall E and Corrie P and Wheater M and Plummer E and Mauch C and Scudder C and Goff M and Love SB and Mohammed SB and Middleton MR,https://pubmed.ncbi.nlm.nih.gov/30428063/,30428063
308,Exclusion,Patient,,,,,,,,,,,,,,,,,,,,,,,,,,Survival with nal-IRI (liposomal irinotecan) plus 5-fluorouracil and leucovorin versus 5-fluorouracil and leucovorin in per-protocol and non-per-protocol populations of NAPOLI-1: Expanded analysis of a global phase 3 trial.,"European journal of cancer (Oxford, England : 1990)",9.16,2018,Chen LT and Siveke JT and Wang-Gillam A and Li CP and Bodoky G and Dean AP and Shan YS and Jameson GS and Macarulla T and Lee KH and Cunningham D and Blanc JF and Chiu CF and Schwartsmann G and Braiteh FS and Mamlouk K and Belanger B and de Jong FA and Hubner RA,https://pubmed.ncbi.nlm.nih.gov/30414528/,30414528
313,Exclusion,Patient,,,,,,,,,,,,,,,,,,,,,,,,,,Alisertib in Combination With Weekly Paclitaxel in Patients With Advanced Breast Cancer or Recurrent Ovarian Cancer: A Randomized Clinical Trial.,JAMA oncology,31.78,2019,Falchook G and Coleman RL and Roszak A and Behbakht K and Matulonis U and Ray-Coquard I and Sawrycki P and Duska LR and Tew W and Ghamande S and Lesoin A and Schwartz PE and Buscema J and Fabbro M and Lortholary A and Goff B and Kurzrock R and Martin LP and Gray HJ and Fu S and Sheldon-Waniga E and Lin HM and Venkatakrishnan K and Zhou X and Leonard EJ and Schilder RJ,https://pubmed.ncbi.nlm.nih.gov/30347019/,30347019
323,Exclusion,Outcome,,,,,,,,,,,,,,,,,,,,,,,,,,"Overall survival in patients with BRAF-mutant melanoma receiving encorafenib plus binimetinib versus vemurafenib or encorafenib (COLUMBUS): a multicentre, open-label, randomised, phase 3 trial.",The Lancet. Oncology,41.32,2018,Dummer R and Ascierto PA and Gogas HJ and Arance A and Mandala M and Liszkay G and Garbe C and Schadendorf D and Krajsova I and Gutzmer R and Chiarion Sileni V and Dutriaux C and de Groot JWB and Yamazaki N and Loquai C and Moutouh-de Parseval LA and Pickard MD and Sandor V and Robert C and Flaherty KT,https://pubmed.ncbi.nlm.nih.gov/30219628/,30219628
324,Exclusion,Patient,,,,,,,,,,,,,,,,,,,,,,,,,,"Atezolizumab Treatment Beyond Progression in Advanced NSCLC: Results From the Randomized, Phase III OAK Study.",Journal of thoracic oncology : official publication of the International Association           for the Study of Lung Cancer,15.61,2018,Gandara DR and von Pawel J and Mazieres J and Sullivan R and Helland ｾ and Han JY and Ponce Aix S and Rittmeyer A and Barlesi F and Kubo T and Park K and Goldschmidt J and Gandhi M and Yun C and Yu W and Matheny C and He P and Sandler A and Ballinger M and Fehrenbacher L,https://pubmed.ncbi.nlm.nih.gov/30217492/,30217492
325,Inclusion,,Phase 1/2,NCT01433172,No name,Non-small cell lung cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",Unclear,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,A phase I/randomized phase II study of GM.CD40L vaccine in combination with CCL21 in patients with advanced lung adenocarcinoma.,"Cancer immunology, immunotherapy : CII",6.97,2018,Gray JE and Chiappori A and Williams CC and Tanvetyanon T and Haura EB and Creelan BC and Kim J and Boyle TA and Pinder-Schenck M and Khalil F and Altiok S and Devane R and Noyes D and Mediavilla-Varela M and Smilee R and Hopewell EL and Kelley L and Antonia SJ,https://pubmed.ncbi.nlm.nih.gov/30209589/,30209589
341,Exclusion,Publication,,,,,,,,,,,,,,,,,,,,,,,,,,"An open-label, randomized, phase II trial evaluating the efficacy and safety of standard of care with or without bevacizumab in platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer patients previously treated with bevacizumab for front-line or platinum-sensitive ovarian cancer: rationale, design, and methods of the Japanese Gynecologic Oncology Group study JGOG3023.",BMC cancer,3.15,2018,Shoji T and Komiyama S and Kigawa J and Tanabe H and Kato K and Itamochi H and Fujiwara H and Kamiura S and Hamano T and Sugiyama T,https://pubmed.ncbi.nlm.nih.gov/30064406/,30064406
342,Inclusion,,Phase 2,Not available,No name,Uterine leiomyosarcoma,PFS,Yes,No registry,No protocol,Not available,Unclear,Not prespecified,,,"Probably, only non-blinded",Unclear,No registry,No protocol,Not available,Unclear,Not prespecified,,,"Probably, only non-blinded",,,A phase II randomised (calibrated design) study on the activity of the single-agent trabectedin in metastatic or locally relapsed uterine leiomyosarcoma.,British journal of cancer,7.64,2018,Gadducci A and Grosso F and Scambia G and Raspagliesi F and Colombo N and Grignani G and Casali P and Sanfilippo R and Buonadonna A and Santoro A and Bruzzone M and Artioli G and Lorusso D and Biagioli E and Fossati R and Galli F and Negri E and Rulli E and Torri V and D'Incalci M,https://pubmed.ncbi.nlm.nih.gov/30057406/,30057406
346,Exclusion,Publication,,,,,,,,,,,,,,,,,,,,,,,,,,"A randomized, open-label, Phase III trial of pertuzumab retreatment in HER2-positive locally advanced/metastatic breast cancer patients previously treated with pertuzumab, trastuzumab and chemotherapy: the Japan Breast Cancer Research Group-M05 PRECIOUS study.",Japanese journal of clinical oncology,3.02,2018,Yamamoto Y and Iwata H and Ueno T and Taira N and Kashiwaba M and Takahashi M and Tada H and Tsugawa K and Toyama T and Niikura N and Hara F and Fujisawa T and Yoshinami T and Saji S and Takano T and Masuda N and Morita S and Toi M and Ohno S,https://pubmed.ncbi.nlm.nih.gov/30020510/,30020510
349,Inclusion,,Phase 2,NCT02558959,No name,Biliary tract cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,No ORR,No protocol,No ORR,Unclear,Unclear in advance but clear in paper,,,"Probably, only non-blinded",,,A randomised phase II study of second-line XELIRI regimen versus irinotecan monotherapy in advanced biliary tract cancer patients progressed on gemcitabine and cisplatin.,British journal of cancer,7.64,2018,Zheng Y and Tu X and Zhao P and Jiang W and Liu L and Tong Z and Zhang H and Yan C and Fang W and Wang W,https://pubmed.ncbi.nlm.nih.gov/29955136/,29955136
351,Inclusion,,Phase 3,NCT01287624,CBCSG006,Breast cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",Unclear,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,Biomarker assessment of the CBCSG006 trial: a randomized phase III trial of cisplatin plus gemcitabine compared with paclitaxel plus gemcitabine as first-line therapy for patients with metastatic triple-negative breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2018,Zhang J and Lin Y and Sun XJ and Wang BY and Wang ZH and Luo JF and Wang LP and Zhang S and Cao J and Tao ZH and Wu J and Shao ZM and Yang WT and Hu XC,https://pubmed.ncbi.nlm.nih.gov/29905759/,29905759
354,Inclusion,,Phase 3,NCT02370498,KEYNOTE-061,Gastric and Gastroesophageal Junction Adenocarcinoma,OS and PFS,Yes,Investigator + central,Investigator + central,Investigator + central,Investigator + central,Consistent,,,Non-blinded + blinded,No,Investigator + central,Investigator + central,Investigator + central,Investigator + central,Consistent,,,Non-blinded + blinded,,,"Pembrolizumab versus paclitaxel for previously treated, advanced gastric or gastro-oesophageal junction cancer (KEYNOTE-061): a randomised, open-label, controlled, phase 3 trial.","Lancet (London, England)",79.32,2018,Shitara K and ｾ･波ｾｽｼroｾｮ埠 M and Bang YJ and Di Bartolomeo M and Mandalｾ M and Ryu MH and Fornaro L and Olesiｾﾐｳki T and Caglevic C and Chung HC and Muro K and Goekkurt E and Mansoor W and McDermott RS and Shacham-Shmueli E and Chen X and Mayo C and Kang SP and Ohtsu A and Fuchs CS,https://pubmed.ncbi.nlm.nih.gov/29880231/,29880231
360,Inclusion,,Phase 2,NCT00977574,GOG-86P,Endometrial cancer,PFS,Yes,No PFS,No protocol,No PFS,Unclear,Not prespecified,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,"A phase II study of frontline paclitaxel/carboplatin/bevacizumab, paclitaxel/carboplatin/temsirolimus, or ixabepilone/carboplatin/bevacizumab in advanced/recurrent endometrial cancer.",Gynecologic oncology,5.48,2018,Aghajanian C and Filiaci V and Dizon DS and Carlson JW and Powell MA and Secord AA and Tewari KS and Bender DP and O'Malley DM and Stuckey A and Gao J and Dao F and Soslow RA and Lankes HA and Moore K and Levine DA,https://pubmed.ncbi.nlm.nih.gov/29804638/,29804638
365,Exclusion,Intervention,,,,,,,,,,,,,,,,,,,,,,,,,,Phase III Trial Comparing Intraperitoneal and Intravenous Paclitaxel Plus S-1 Versus Cisplatin Plus S-1 in Patients With Gastric Cancer With Peritoneal Metastasis: PHOENIX-GC Trial.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,44.54,2018,Ishigami H and Fujiwara Y and Fukushima R and Nashimoto A and Yabusaki H and Imano M and Imamoto H and Kodera Y and Uenosono Y and Amagai K and Kadowaki S and Miwa H and Yamaguchi H and Yamaguchi T and Miyaji T and Kitayama J,https://pubmed.ncbi.nlm.nih.gov/29746229/,29746229
376,Inclusion,,Phase 2,NCT01367002,No name,Endometrial cancer,PFS,Yes,Unclear,Unclear,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,No,No ORR,Unclear,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,,,Randomized Phase II Trial of Carboplatin-Paclitaxel Versus Carboplatin-Paclitaxel-Trastuzumab in Uterine Serous Carcinomas That Overexpress Human Epidermal Growth Factor Receptor 2/neu.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,44.54,2018,Fader AN and Roque DM and Siegel E and Buza N and Hui P and Abdelghany O and Chambers SK and Secord AA and Havrilesky L and O'Malley DM and Backes F and Nevadunsky N and Edraki B and Pikaart D and Lowery W and ElSahwi KS and Celano P and Bellone S and Azodi M and Litkouhi B and Ratner E and Silasi DA and Schwartz PE and Santin AD,https://pubmed.ncbi.nlm.nih.gov/29584549/,29584549
380,Inclusion,,Phase 3,NCT02231749,CheckMate 214 ,Renal cell cancer,"OS, PFS and ORR",Yes,Only central,Only central,Only central,Only central,Consistent,,,"Probably, only blinded",Yes,Investigator + central,Investigator + central,Investigator + central,Investigator + central,Consistent,,,"Probably, non-blinded + blinded",,,Nivolumab plus Ipilimumab versus Sunitinib in Advanced Renal-Cell Carcinoma.,The New England journal of medicine,91.25,2018,Motzer RJ and Tannir NM and McDermott DF and Arｾｽｩn Frontera O and Melichar B and Choueiri TK and Plimack ER and Barthｾｽｩlｾｽｩmy P and Porta C and George S and Powles T and Donskov F and Neiman V and Kollmannsberger CK and Salman P and Gurney H and Hawkins R and Ravaud A and Grimm MO and Bracarda S and Barrios CH and Tomita Y and Castellano D and Rini BI and Chen AC and Mekan S and McHenry MB and Wind-Rotolo M and Doan J and Sharma P and Hammers HJ and Escudier B,https://pubmed.ncbi.nlm.nih.gov/29562145/,29562145
382,Inclusion,,Phase 2,NCT01835158,CABOSUN,Renal cell cancer,PFS,Yes,Investigator + central,No protocol,Investigator + central,Investigator + central,Consistent,,,Non-blinded + blinded,No,Only investigator,No protocol,Only investigator,Investigator + central,Central or local in advance but both in paper,,,Non-blinded + blinded,,,Cabozantinib versus sunitinib as initial therapy for metastatic renal cell carcinoma of intermediate or poor risk (Alliance A031203 CABOSUN randomised trial): Progression-free survival by independent review and overall survival update.,"European journal of cancer (Oxford, England : 1990)",9.16,2018,Choueiri TK and Hessel C and Halabi S and Sanford B and Michaelson MD and Hahn O and Walsh M and Olencki T and Picus J and Small EJ and Dakhil S and Feldman DR and Mangeshkar M and Scheffold C and George D and Morris MJ,https://pubmed.ncbi.nlm.nih.gov/29550566/,29550566
387,Inclusion,,Phase 2,NCT00948480,MACVAC,Melanoma,OS,Unclear,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No ORR,No ORR,No protocol,No ORR,No ORR,Consistent,,,No ORR,Only non-blinded,Only non-blinded,Randomized phase II trial of autologous dendritic cell vaccines versus autologous tumor cell vaccines in metastatic melanoma: 5-year follow up and additional analyses.,Journal for immunotherapy of cancer,9.91,2018,Dillman RO and Cornforth AN and Nistor GI and McClay EF and Amatruda TT and Depriest C,https://pubmed.ncbi.nlm.nih.gov/29510745/,29510745
392,Inclusion,,Phase 3,NCT01501669,PROCEED,Breast cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,Randomized Open Label Phase III Trial of Irinotecan Plus Capecitabine versus Capecitabine Monotherapy in Patients with Metastatic Breast Cancer Previously Treated with Anthracycline and Taxane: PROCEED Trial (KCSG BR 11-01).,Cancer research and treatment,4.68,2019,Park IH and Im SA and Jung KH and Sohn JH and Park YH and Lee KS and Sim SH and Park KH and Kim JH and Nam BH and Kim HJ and Kim TY and Lee KH and Kim SB and Ahn JH and Lee S and Ro J,https://pubmed.ncbi.nlm.nih.gov/29458237/,29458237
393,Inclusion,,Phase 2,NCT00889382,No name,Ovarian cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,Phase 2 study evaluating intermittent and continuous linsitinib and weekly paclitaxel in patients with recurrent platinum resistant ovarian epithelial cancer.,Gynecologic oncology,5.48,2018,Oza A and Kaye S and Van Tornout J and Sessa C and Gore M and Naumann RW and Hirte H and Colombo N and Chen J and Gorla S and Poondru S and Singh M and Steinberg J and Yuen G and Banerjee S,https://pubmed.ncbi.nlm.nih.gov/29454514/,29454514
394,Inclusion,,Phase 2,NCT00892710,No name,Non-small cell lung cancer,PFS,Yes,Unclear,No protocol,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,No,Unclear,No protocol,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,,,"Randomized phase 2 trial of pemetrexed, pemetrexed/bevacizumab, and pemetrexed/carboplatin/bevacizumab in patients with stage IIIB/IV non-small cell lung cancer and an Eastern Cooperative Oncology Group performance status of 2.",Cancer,6.86,2018,Spigel DR and Hainsworth JD and Joseph MJ and Shipley DL and Hagan MK and Thompson DS and Burris HA 3rd and Greco FA,https://pubmed.ncbi.nlm.nih.gov/29451696/,29451696
396,Inclusion,,Phase 3,NCT01095003,No name,Breast cancer,PFS,Yes,Only central,No protocol,Only central,Only central,Consistent,,,Only blinded,No,Unclear,No protocol,Unclear,Only central,Unclear in advance but clear in paper,,,Only blinded,,,Randomised phase III trial of vinflunine plus capecitabine versus capecitabine alone in patients with advanced breast cancer previously treated with an anthracycline and resistant to taxane.,Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2018,Martin M and Campone M and Bondarenko I and Sakaeva D and Krishnamurthy S and Roman L and Lebedeva L and Vedovato JC and Aapro M,https://pubmed.ncbi.nlm.nih.gov/29447329/,29447329
399,Inclusion,,Phase 2,NCT02083653,Sym004-05,Colorectal cancer,OS,No,Unclear,Only investigator,Only investigator,Unclear,Central or local in advance but unclear in paper,,,"Probably, only non-blinded",No,Unclear,Only investigator,Only investigator,Unclear,Central or local in advance but unclear in paper,,,"Probably, only non-blinded",,,Efficacy of Sym004 in Patients With Metastatic Colorectal Cancer With Acquired Resistance to Anti-EGFR Therapy and Molecularly Selected by Circulating Tumor DNA Analyses: A Phase 2 Randomized Clinical Trial.,JAMA oncology,31.78,2018,Montagut C and Argilｾｽｩs G and Ciardiello F and Poulsen TT and Dienstmann R and Kragh M and Kopetz S and Lindsted T and Ding C and Vidal J and Clausell-Tormos J and Siravegna G and Sｾｽ｡nchez-Martｾｽｭn FJ and Koefoed K and Pedersen MW and Grandal MM and Dvorkin M and Wyrwicz L and Rovira A and Cubillo A and Salazar R and Desseigne F and Nadal C and Albanell J and Zagonel V and Siena S and Fumi G and Rospo G and Nadler P and Horak ID and Bardelli A and Tabernero J,https://pubmed.ncbi.nlm.nih.gov/29423521/,29423521
